,.gexf,.gml,.graphml,.llm4tg
113ioG4RFd9pRVfJVKauCbg7QH3oUe6URa,793029,503450,709571,145817
34MKJ4EeSfQvqxaAKjHoXC4URyqw4G2vTB,810179,489150,692476,132446
bc1qahk5evkrahknuhexsutqvk6zgmzxc6vdvdlqhc,871152,551626,779799,149114
31uU6EsjJZsDsj8sf8YPaibN5juSJ2mMi6,987268,622020,879455,154873
bc1q7u7ytjeh59x9p4ucf3w79rtxret520y8x8g5lv,794620,505588,708671,145818
34MLsit8v86cVYntm6rXMFt7mZE741dqj1,802584,498533,703015,139952
12sAsUUMfMbjg52hkdLP6NXYHh7BGZ3gvT,809769,490323,695551,134127
3462JXRXwBE5RKxE6SkwHn4skBLk6CHQeC,990396,624404,882732,154828
122vMW2vmzmVZFikiRKCSm2kfvhqz5ZRut,801311,498460,708129,141245
322tom3Arbs3j1GfjQWrrC9eR3TKCxHBiz,989571,623360,881348,154948
1288HdLPcUz9Uy6kGZixywBiciCvVo5PXC,800139,498623,707543,141452
1215Q49Z5ZNtz5cgqvyWUuuNTyk1QN3m6V,801697,497451,703001,140515
12Kdfzxr7zMmX3LgHcoEQ3MM9uL7ajQJau,810274,486402,689817,132532
125Khzmobwd1qjQyRGTBhLVod1i6FStuoB,793738,502947,710874,145861
18HUrCUXugB2n4VuXiXwXexkoQaW2utP6x,989480,623003,887674,155412
124q6U2EuwLTYpwSimS63mHqf6fDruc4d8,791953,505110,712408,146295
bc1qahue73tj9x6rlq78kr8xv48f2sn5jhauff3n9l,788658,500559,705001,145499
bc1q405tx2f76msxxf9hsy8rn4qd7k38ep3kxy5egg,802517,501998,702758,140970
bc1q6xf5ye7ze3jjfp097usg95zy4hdflqp5qxme4f,841901,530403,744384,145185
1Ebqb2VHNiRqQLoP28AWcuJtdpyj5JHUtg,801233,495956,701128,140096
34is1W7uJSy6R8DswHdDjQdQg8bCWDvDTK,800066,509280,710192,146617
1271xejLnP4iYdjDD7RdZJhg86JAx27aM6,791937,505470,714666,146290
321gJGdm5fQAEf2u7FKhRtUPH1rUCGhoRV,973897,614157,868141,154348
34mdkgs2TDDKBykmVmSZtkUdeS6JxXt8mZ,814078,484032,688145,129540
1CV1iZDvS8ywPM3XXaZWQv9DXWTYb93kGA,810140,488927,694175,133196
32gFYrxT7pBHyNRZJ7aBsruRhWYJDHLuKN,978016,616587,871531,154484
12vWCCuzz9ahLQDDL7jcg8bmWQLHrZkFce,803796,498064,700167,138018
34maEcx6tQoJVUXF2sqhpAz1WqmnmvhW79,785655,493426,679039,141126
128U8XxFnrd4KnXWNzi1bXvqSyXzpy4PNp,790594,503808,713041,146193
16693ghgRr8ccwxwMeghMV8TwCgqZUBKVb,792777,506582,711797,147724
18HtTUxXTU3d7gqHWrcYCE6sgsVwHhowJS,793476,502732,707702,145595
34mASSTTRLuzGCmNZaY1FZsf2XFKZL43xg,808416,493856,698357,135465
bc1q6m0dslktety4s692fyx86ga3cjmsed33p897sa,807220,497896,702881,138861
bc1qahp9kt35hxayfs23kpvwtewcnrm3qt3wzcuvw4,794003,506126,712610,146215
322KXa6pprCsgZULkPfmcvsnoUeA4KtNYj,969344,611440,864331,154121
31n4ZFZSKUrL8bvZC4m2vNSWR1tAKSd3np,806540,488434,692863,134386
124RAxDpLWpGzh7m3bJ44SeZantgzgetbn,810160,491693,697089,134695
bc1qlyx45xppwr4d600ff08w8kffgyhfgq2ppamspl,792542,506986,714323,148924
1BNyrLzdddHqEDL1Ktj88jBFnJDYtd1vux,805024,493583,698353,137520
115DAJDFAf9zNAmrwMFpE5GGkJCQvAjbys,801349,495925,700561,139282
bc1q566l6hkqgqr0656m568n6th5fhwtcyfwwp34kr,800426,501904,705850,142116
126HgT7Ndv8hhQqtjBgokLpCGRGXUKEv7B,791414,504088,713827,146051
12jYvyPPDxmsmhchKDKY12QmP3yAfMNjfv,802753,497138,704296,139016
125qEVudnuRCk185d7i5KBg3SKsRo4qmZB,805273,495640,703440,136816
32gFsWtBpxz63SPCBCABWCJccPAHjTPWQn,989779,623472,881482,154951
32dgysYYjBmm5RgVpdwr3Fem4d2VdEVvcB,986826,621764,879101,154844
1271ycMBbjQp7tUVvgjgWZAe23t15URJJr,792321,502445,712062,146157
1fchFAPkumh1DKcwbr8UALW3j8gDo9j8G,808363,488706,692211,134714
31n57QKNwW1zmeEgg59UWeuAiDWUz7Wgms,799988,498077,702273,141749
18hu6rbBm9reV7j7H5AMAUjbYYftqh7hpU,818412,488335,691907,129252
31zkSzcPfW7RwviKfwmd79ecMVd85eAYd6,989832,623528,881569,154963
125KkeQtW67NkS7x8MvopAiUYb5NZjrZzX,802711,497102,705352,138130
359oHVJAm8Z8kGgp8mZQKhj1ZaPTgu5awi,795042,508327,710933,148692
1EfiwP9fNW98MjBHnsUxRkGt9rgvYRk2kM,797027,500488,705282,143884
122SnPiqfpNuXKJcHN7udd2fgm4ppEFTQN,791851,506235,712907,148445
125HSJRogFcs6LizfrgDuC8Qh1M13v1kdw,789073,502512,711261,146223
115tQQe5fDTEaCMuDzwN2P7ufoHW6aT7C7,825214,520356,737483,147504
123rAYps3c5HEtFx6jtg34yDofKk7VACuU,791210,504273,713281,146425
bc1qahs59kp6k7ea668hkyz2x2yf7v5wqvpxj2ntjq,790434,503265,703935,147719
34mK6Mvhd857Gtv7h2vjreYTKmMsEm2DQz,809449,483050,686156,131349
1EP2Yj7poJrVabpcX9UQtDbHQ3K9WU8iwg,794557,498222,705776,142479
bc1qaj8gqay5ewvkyr4dxq8law49zvv7qz6cp9vhha,984487,619682,879241,153746
128X43hGWiy7QtabLobgcTWFT9BMM2nn5h,792503,503853,711858,145303
18HzJQPuvRGqnu4KU4FqT8Zhh5GHj5r8oK,978936,615458,867257,153356
32CKRaYorQ58kiJeGb1EcDdPvAWoGQPhi1,989783,623453,881458,154940
34m3e9HJp5gF9MmCDFS3Gg9NeYRwEnFfMB,788213,492924,692044,140738
13p6BCFUeCixkiva5J8dgQKGDTDH4CcEAq,826304,519458,734222,143944
11bAGUqE2XpHFiRShx2YAZvUJhezm5oDe,789373,502542,710924,146309
1EELDv8UBcxYLrmWCps2seqtpaJUmPHqKn,801168,499035,704948,141222
bc1qm5w382zdg0zvvyl7tccntm46mtadp6r3nwqfuw,643815,402549,569936,113451
bc1qajrwdd57s8vl0duauau02xsp3k2rvmdzl3snav,793071,507177,714536,148833
127iND7DJheUbsV1b2eDZF9c2q9gDmabGy,801487,497165,704980,140887
126XHpLMtBfJ2d2dSZb43iq2rCRNHmkBaX,794760,501164,712326,145591
12Jkjae1tc5aWGsqs7NEwH4rYbhih7Sxz1,793045,507069,712797,147460
bc1q63r7zvzkw5n2u05atfk4ewgl6a6agpnjttczmj,797378,504522,716290,142964
bc1q593dymvdcvfl3wh643zc7kmjl30pu3klykjqan,843318,529015,743662,144076
114pfSD5QJH3Xb5fLP3fBGQHDG633iUzMo,789193,502317,710249,146085
127ZUTJhs7TCBxgrKS88sBLp6diUuhi6aF,807939,493582,700738,136793
bc1qajrm7cupsrqymdpm3cl54lssfsf2gy6axu4svz,793388,506665,713803,148340
1D8PMmi2ezYS7v1gVrZ895zEMTrfc8U7hx,807650,490601,695111,135406
115nEnaeedQf7Y7MhAHFVyRW3jcpRzQXFe,803729,496828,704199,139754
115cpx9xnxMaVfMA2Z4sv8oRUVVXtG2GBU,793877,481230,680784,133492
115igtQs8MeqcC5eSh6imKJZag1gfaNWet,790146,503285,713248,146105
34Lwh4fSY9Vmde1GcjSceog5tKqD9XtnEk,792321,504664,708836,147948
1EgeC1DLcVp4HTbBUPYt48q7yULS9SfVZc,810745,486347,690257,132168
125Ne9jAgUqAMoHefyMjnx9bC26Jq8gZbu,802102,495407,703166,139291
31vtZVNFiM9cazkAcNrWA7se25gTTKX192,958401,604404,854380,153242
1239E1Rw2iRsZWfHABoqqys6gRm4eLnGMD,807716,495047,702812,137924
32sbg3RW325wdK1cqYXpKYsBD3NxxL3Y1a,795652,505569,709461,145690
31s8F6sEX2iHEfsQdCo3hkhmEQWdiLSw6Y,988455,622703,880388,154906
35kCuUcKEQMP3G29fawgRwNGTN8z6v43nv,794102,506462,709965,145873
324xpxz68Sx1YKK6VyVCtunNEqXf7mCUzU,988711,622884,880657,154947
18hYngHsErS5R9vBdMrJ23z95S1MfviGaz,792774,505892,711799,146909
127wYHKH3TXeQ65ocPAhggJeiF8DuGHPWN,806885,493341,700316,136929
12VF2kaCj5QxEk5qPBGCpFjCuxHTn4Lc9e,799296,504890,710560,144487
34MKgabqAaoFsw4QN9jf6c2LqLgMByt1ZR,788727,490686,690672,139698
34MM92eB6T1Tp4z21feF9cEhHY7xq2b5aN,811451,491381,696379,133106
127U9EerRpGeDHUY1H2a9M1WGkURpfYx1u,803357,497146,706307,139892
12diQBuKHh3xYN2SVTHw3nDGRXsPd37VMN,980625,618092,871388,154312
1154q2w2qu3PufGbvJ7EfF1w9pnjCKGvYH,807824,494743,702538,137618
127EExTDZWK1GBsGEFKSybMdK2HY1z5CQa,809103,494371,702221,137028
31ihmFxmiXdcEsHhc7yznArMYVqNXaaCcW,988594,622810,880557,154914
bc1qahyet00ftntlpf5dy53gr84vplresadmh2tgq7,796792,507154,712160,146901
31nFWca8MqWZaxGhk4Whqp36gFfkbrXyF1,810875,486167,690172,131931
31ng1wixVDL8rDepG7bXdWR2dyy9rMH9pM,986544,621527,878647,154797
34M3NLjJfuiLDbJAZUbdPjRMSbF7iP8XHm,813536,484199,690086,129753
1249eFVgsFHtjiUcZ1aYAdhhG6aBnyWRJE,790901,505300,712705,147075
34LYB7jfVaxBDLyu81Ht3CwibZeUCXJ194,780817,494601,676797,143139
12yCNJHAwda8Kgxv9DswpS9k16XnstSqcJ,786562,500248,705838,146755
bc1qajd4lfyvq6e97rhcwnyryq6kkjvx52mjz24m7j,793092,504612,711935,145905
35Q7ZubNvSEiS7zpWz27q6N7T63WpJ4zic,804922,495066,700968,137477
34Mm3Fyd5kQGuVniPyMrEcuGYj8tvwFkR5,816574,487814,693637,129987
bc1q6v9wkj4sanvm7vazl74lmrfm5hhs80ajxcdwau,802514,503618,709460,142242
16i21AdgumpAcWJJg6SHxBMybPJCYkftpq,792661,505372,712911,147848
34mJbc6BCgtL6Lo9dbHjSHaXG4Mesps2dn,786776,500187,705465,146495
1Bpnq2q7WXDsNFCdUyERY3VmtoScbX77A,811354,486017,689804,131707
bc1q55s7n9c32tvqrj895xu5lpnjy3r3a6wakg6uph,12965,7718,11448,2253
1N3BDQZzJm75kDQYkShkvV9R3Mda3z7yJF,789660,502967,712659,147267
11iut2jSAw83N7ZDfLgmyFQ559hpGmt8J,812816,491950,698955,134590
bc1qah4az0hg5weex5ay5xjd7vhthu8u2encamhtgn,825996,524833,739409,147056
34Ma9YQik8zbFs5F2DzhtR1GEkMuGFA6gD,789591,492588,680818,139402
125i7v7HFd4JPJubpQnZjoX17rHgWS8nvJ,793553,481477,680766,133638
31o1ESRY72o4DnC9pNo4S4XQ3QjwjzttNJ,989518,623364,881295,154960
121zZnWmvMSS69wTm7e6ceC8v4L3crHDfZ,791186,504628,713957,146260
12222dy4XUoMTH3UMHb42khFsgPEcmrUxo,791505,504552,714186,146247
124syyb4wwLo2kJPDBBX8Nn3rL8tKbLZ96,809446,493737,701055,136166
12Ds9kkCKt3JX8Vc8uF9kEUMqD2jdKpr9R,806245,496247,704424,138646
195mgbsm5b3zXd1dogCR33JiCuFMvAx8Ep,794996,499788,704027,144215
bc1qpc609hzvwygw3vhd0x3kf9vgqa6pz9xr9egnfk,804988,501622,709455,140927
31uocqRUaFPmcTb9zT3TemouaKk7uq9yAE,793808,505959,710847,146905
31jGzL5zneF8XZjapjPmfHJc8UpHtdzcxG,989965,623607,881662,154965
bc1q8dt84qs9gta92vpc7p40y2dzsv9gfhu3wk824s,802905,500738,701765,140297
bc1qaha6rzy8ql84dtxqalgmhrdfer45lpsj3ljldg,792518,505671,712305,144735
18hTKswEyZF2KfFvRspyqZu7mhZ7RB57FF,792552,504569,708937,146394
bc1qdgkhghk4c2fls2hsxw08jk3yfrfj9ltrdfzhkj,799952,505885,718533,142928
115NHZ9Eqanp5ETLq1x6Fu7PUY3vx4hMuE,802712,496584,704356,139697
124UiPmam4uVt27cfpk8XWor11oSXX6fCh,802277,494336,701104,136878
31oQHzyVamiw6dDa5n6t6qYSgc3gKwwjiM,799849,505983,718185,143029
bc1q32qz4uyemtjjy5yjkxcm74vk290fg2jmthfac2,799430,502084,703946,141459
18HVoChTWzjhnkSWMCu7FgWhLeSLkBoGUG,785028,499172,693117,149043
1264eThJ8oyTcLnJ8HHSAVRLuvG12TLhJB,798454,502847,710402,146378
bc1qaj7hmwlu8r3h3pe2t63v5zeu6q0ef9uzrr7z34,790405,494003,681496,139342
18Hzr5KvoW4AWmQP5G1AB3eCzC33PdGeyX,988915,622659,887181,155394
bc1q6gzpjpvazjfhwyry5sukafd7t6sw6c0clcz92s,799978,502555,705893,141296
121dkr9J15oVxfqfnhG8d25hJMdLCfnYW2,791508,504742,715023,146554
11n1TokcmD5B1BaSxeLwUZ1pEUwG6AT5o,793270,502411,711134,145339
32idJ1aXU2sfkvBCzUSfX3oAJyXNE6RaRf,989550,623399,881380,154978
126PAUxTDp52McDh3prT7k3VYcLKtcbGK3,802719,496591,704366,139697
32DG8pbYyopNbmv3ePZDm2stPWJcVoKDcB,960733,606324,857400,153632
1EAC7RK5kQHvv1uCzUSwdmXLeXZwRwMfqJ,800085,510667,716859,146806
31ke7HAiyTkNw27aYqdhiTJD3ApZq8bcxs,797822,499483,704035,142887
18PyJLwCqdrLWE85bZeVopubKihaCYnvaj,806847,492211,696791,136432
31nh2VNQAXvfVqJ4UuHjhEdyPa1uUmSqBT,989241,623056,880912,154868
12ogUNW2q8e3qxY7Br4yZUP6nu71R3HySP,811421,485940,688827,131671
125vuV8VwyUnZnxuBPojcJau27ZuXfG9jP,805990,495167,703243,138339
bc1qaj9cusqje7f2e368z9asulnltsq273ue33pzst,792376,506790,713984,148809
34M1nzUbwSx2Y6dneZREhRidMxj1ymV1tr,792002,505887,711874,148487
bc1qsqfe2pmv47wqq4gzrvjegkvsqyx7s873lfu924,792482,503509,709863,145713
18Hw4SQjqvkk3cHqPWtbCogsVyXNfvdnjA,989476,622999,887672,155410
123SyA4GEZBN3NmZ3U4d7Jeyfu4FZMn2Qx,805435,494760,700484,138016
32Fs2hShcLYV5A4KqSYWqsLYPL9dryrKDM,989573,623362,881306,154948
322CAwUUAvEWKtpusHQH1hp2wNWyssEBwq,977450,616111,870915,154330
34mmBx7WqK7qTAhF7zCPLhi4mK4itktGyp,801091,499567,705468,144528
11DzAdeW2BwxRsraZpRQQbY45msFzL4Sf,805426,494369,702710,137145
18hXtMgcdZwyYNNnWgoehkE2X9hBqAayL,989446,622974,887636,155414
321H2fhMJCACDGE6WtqSGUxPToq4TPeZSg,987976,622398,879970,154871
bc1q8zkxkwlnwrga97edvkkeyrffe0nkpm2zxxwh4g,815375,505307,710573,138677
34m9K59FBVnoLDAp5H3qR9LpqvMyzfJCoc,815527,485387,689403,129914
bc1qajrj8vlppjuesk74nydrr42u3ujd377yd6x9yj,795109,508338,715700,147922
31ihzdssAu4AWtXRMvWsz4QxrwKoF4NRRL,808783,487709,690811,133851
18HwZxdxfB1x1S2yQ5aQtJySu42KzuBBE,793248,506222,708313,147082
113qpenqMSHHe3pF53JkCHCY9sGkmPgiKJ,808907,493411,699728,136623
34m84PY1YmXRZATHoQsDrEN2UvP26X9RQV,789680,492658,680515,139499
bc1qah6yh75lzq9lprljp4p0hydunwcl5lkc7ftcew,789597,502369,702690,146306
18hyXKcJzuzQXLsmYnczc8VRYYLGcBAb15,926632,583597,822058,150732
bc1qah6hkqkvkpl90ytsqsvt8jzmed602aprentcq2,794173,506963,711989,148143
112pArBCNAEP1AFtoVkL5cjKd5TfoPrwHs,799414,499045,707495,142162
11NT1KhH3aXsRw4LS6PFFrT5fRkdZFmne,127295,79953,113053,23494
32wYibYjHAzdmudKWnmNQ4ww22uMR54ezz,794995,505347,706598,145671
18hwyx8AW3K1egNUeJsr5rP6gySr7odRTc,796473,500246,700741,143011
31m4JFQQpPdawx7MRf9WogYgowiy7G9t8V,897688,567978,802542,150833
115u2kk5roMkAGRz4bH1jWWC2YyABek9c7,801534,496396,704228,140017
bc1q2rzqxfx5xut8cgqdne7q3a3ppfyclv7aeanjgq,799359,508445,712543,146442
bc1qahykf556gg3mpaex4u3d4cql36ff8qhu00r82n,793294,505516,710797,147278
114f6Nne82RUDS9rZNrnwmQwGYHiWide4A,791095,504572,713791,146384
12uhnb8c9yy589fv7cchgGzwBfe8w1ddJT,812106,487708,693877,132535
11JiJXX9NssyDarnb4k2ZNJFgr2FGVshj,792615,503301,710861,144701
12238YiToXx1AsKLxSPDhZ1TQTvcRXVYth,806866,487722,690369,133466
18HYBdTHQNB6tM56mJT2UeQZvWYY4AV3uc,989173,622809,887367,155404
19SMVS9tvA8ihtJDCkVXBDeLr9Tnu6MrkZ,799559,507717,715909,146511
34LqcpDCpihfLu3Xnq4NsAwVC11PDCrrsd,792838,506897,714371,148265
1HToCyxhTF32XNfrUEjARfvzYuhDtDsA5z,807224,490300,694539,135227
bc1qkqfp85z4yfc0pejwrp87vjc9nuj9achtr3d8j5,982333,618255,872380,154170
14xoVX6MUDk3akdtE8ymgaR7fHcEMLHk3V,812312,486962,691532,131333
31zFwv9m4zpYdVm8t1GkGL6PZRF8Bjjzha,988200,622601,880243,154909
123uCzUxsBn3bRhuZjkYMQxMBxTW8bcDNv,796447,493575,696530,140918
1GUKYsDKE9mmxUDu33fEuiJAmRT9yEDN92,808711,488080,691752,133809
bc1q79462mjnx67tvcr507tf8pplmjgm08ekqwducl,799178,503647,709485,143973
115gqurgbQLbjt5QpWfrLKQxhjyZFmNB6t,794975,499391,706063,144209
345pEsEUpwFRNm4PHz8rLTimrf3D7AcAMZ,797135,506599,715974,145117
33p2GitHRcGrDE1JtHEmbRMV7xb5rfPm3F,808691,491981,698106,134953
bc1qajwa4tzjv9p8pjwp2avalh58f06ht6dvdxmkm3,792436,506820,714021,148809
32FhpQ7AkKovoLBUqAwvnEWobkJpw5rxK4,988871,622972,880737,154930
31wFDxdXNBvchfW612bbL53B52xjmJK7RU,957948,604757,855058,153559
11RgCzLuej5TPiCBHpGxy9oj1CyDps4ua,790661,503770,713305,145879
18HWkcWnJTkYyzTRV7gBREEw2BHdkBbKci,798251,499558,700094,141743
31sTSscSDbHZjoh9DtKME4BdkWKjGAziDt,990090,623708,881819,154988
34m35cAEurkt8Uhn4WDuJurXpn5bSE89i9,813811,488871,694820,131628
114ubNrzfaWm35GXXKqMg3mT6zDdqQZEd7,806922,493323,699803,134957
13HCjYFfrZn55ufA8gHBwFRuTJbX5hyJvP,794553,506430,712781,146745
34q2VVSrsgfyWQVNa5oWwMreNHo8F3D7HF,810951,514673,725643,146350
12TAdEco4d6yr9PJZ3uW8sNJUDU3evPGjr,814442,489873,695044,132121
31wanZLft5o62KnaSzepv2hLeaDWfn44dd,989106,623114,880988,154946
114ZqRoDg9tiXeK12eDkUwLSxX2Yt2wLLT,804118,495260,701641,138513
1GfVzdLNns655ma2BqK5EZdWJVRGfbFzDZ,807890,489683,693237,134699
12NfV3i1Hxkgf8Efk9KwodKo7NYX7msHLz,932781,589480,833341,152543
126jhFArk4hAKp81TK3GzMzXC85KDibj9x,803350,496313,703586,139883
126Lr7uBT98iB2gC8mZoeDCqArMVJ9JkQW,790372,503586,713457,146418
11DUKT2KbTpRcAsqD4aJnBy7sDmVKhw9n,797879,500413,709673,143068
113eXJgeYTT2FSFoJifVqekB8RzmawVSgn,793101,505361,711298,146356
18hTYvm2KaFodvMC4666p8VBkWp8epc6z4,785388,499149,693225,148844
18HwhCdfhx7kXSAvX12hQwFC7KxhVWzWC6,817396,488340,691085,128986
34m2sgkxLhNZoHr7rzmyvAFYThnnmMUwEh,788952,493308,680105,139682
115sU4Krw8nTjWHojSWfSQQtA8yXKK9mfx,810614,492958,699708,135745
32e4xGYh1Cr4M4ue3Ewnm8N6ShAbTJdgXP,938054,592999,837907,152750
bc1qahgad4kl76989fk4decglz5x6se9rfxwplfpzf,787336,494220,679427,140600
123FJSZWycBXYN3o43LdK1Cg67ZwYyhCmh,862250,544228,769784,148873
bc1qajf0lcwd2dx9w9mr69rhlz7gh0hkwru6q6ynsy,792834,505315,710154,146466
18HvD5L4EjUtGMjVvdH5z8VbpJNECvfTnT,919688,568566,808184,144651
12483xpz195x7Y2YNamfeYaDRvNogLuu5H,800753,497894,703927,141165
34M85oHw8N2EL7DCB11PjAGcCR6iFQRxuA,780881,494597,676820,143115
126eaiZ2HNbrM5u7Ym6iQ9teJNU8UspPpF,790461,503472,713237,146464
bc1qahy334enhuh0t5cuxcy785mraezxl4pyue03zv,946492,596671,841063,152281
34Lo8s3BKVkTd1GM5qxwhYCwiSzVmsU6mD,812633,485277,690285,130477
113QR2WiYpWKwCw8X9xv2Dk4ppegn9XBfJ,801207,497973,704329,141174
31pDX9SvhtZ5ZqKdu7c7TjCYes7Lw4X9Dq,989831,623527,881574,154971
31xB89AHP7cXyu3opc7oZQp6LWpo11AEwL,986592,621656,878860,154843
325LeKh52hvuvxECTUWDeGy2jkZAPurrYR,989603,623332,881298,154923
34m4KJfu1n7dPTbVPSxxYHisJvE42TKKy7,786319,499690,688917,145786
121Zp6swS2QWgaptVC1GMndqiVZH3W5Fqr,933489,587711,830397,152252
1251xgVrNG6c2irZwjETuXQkdmZm4L5KF7,794087,490309,694400,138935
3238njYkH9JrUfEKMWCUVTEbc7GXJDC1dm,989164,623145,881012,154944
34rMVuLTvsqmkTuzLwTyHV6X3rBvuuHhK7,796740,505145,705644,144647
1LKBLiDH7cAYemowsGTxxReQi5QqwedzNu,883215,559538,789185,150366
125WP4yG484KXqi2SWLGpm8spizYF6n2Be,420838,253414,361238,68494
bc1q3dthhelhvjun7pq9r59dec3eurgtky0tfmae2z,802422,505588,709092,142858
1M8sgjb2Ud9j4dkT6tcL9SZPhaePiycpzS,806261,491150,695313,136035
bc1qajedd4cysmngsku8qrv4thfrdhus032lhtc3t7,788396,494495,680912,140501
31zJxvifGG1bjXP2AaXrq3788a9L99zY5a,960983,606418,857197,153642
33m2U9rKzbmsrz74c6DtHaJMb5RsRQTo1W,794658,504838,708999,146182
127xptLXySJuMVihSTCydMLXVaLQyuHvV4,797717,500506,709847,143165
1AcMYqkFnEaXxKmQwh9ACpje2QGSZ51zpx,809514,488773,692241,133301
1284K7zgi9LRQXXUMKNx6w7KeDQc9Wr7rX,806779,494418,702865,137620
11LY76N47AR731yNdoaMtD27h1DFNT7eG,792775,502410,712459,146801
123LiUVBD4JvqwffuWAUnKgQcAPL4MkC8Z,793819,481170,680711,133473
1EBYJWza5nq4xpS6wuWroHrbAb9FTXFx87,911425,575784,811464,151665
32e6B6Y4uVqtbiVzk739SU3nbPbLBurzGS,937866,592862,837720,152725
1A4rcdCAGe2KKjMw9YdyCSvRgnHUr7A1e,796262,501377,706393,144766
32bxAJkdNcBCC9RgAYyvmL67tRtFyiwBBm,986056,621348,878473,154821
31mUorrwPaXg3HSax1wzATjHnbVo76wcqH,985186,620739,877618,154736
bc1qajnv3ncu52aa5qn0604tjrr3e8x4mh4u3aehj7,795174,504019,707849,144696
31niWr5Y4EP8efy7hMrR4pNmZ16fLWxco2,983801,619954,876475,154695
31uj4cTCJvpzWUfxotiw6rBfdjXaYrjG5b,989064,623099,880886,154945
325FoYfh8jTsqugL6tRipQws9acBbnZVVi,987323,622090,879470,154869
11654Vnt2QsYgvywPe1CeLLVmNM8RCwTLN,794103,498715,705401,143347
34LUdJy4XFJ3qGwop1b173C2HGedMBsT51,793578,506033,708906,147949
18hyKR1iuMbcsyT3gmHWYbRb1QfjAdsNSM,796872,502557,700585,143177
34LwboxDUv6hxX4xDK1fPW4xsHNP84Vwec,814927,485424,689973,129926
32Bu1FhSs8FHqGptcB1uphFJcAgcgTvShV,913944,578675,818247,151498
19957DShK1QDBP1MQi4bN6JJBBmqLpadK9,802459,494362,698514,138775
112MpKfWdmHd6NK864jBTZsdoo1akZxCsv,788865,501677,709760,145782
31nMmadabp22DqGKN6jAb6H2nr6jaXrcr6,811735,485473,689680,131224
115RNgwo1t44Gq6gUNdiNwpjZqN8SNwbV7,801912,497291,702846,140367
31uc5gPHRzzjaBcG1wDNvxdUu9JFmUwSjB,988447,622722,880425,154911
bc1qah4y5sjxs6aa0texm7avkp6skcf3en4pjj58ww,793078,505980,713278,147872
1287bAGgmccpruC9RCvbdHYWSjepD8i5i1,791464,504828,708203,147017
31pAGVUbxUFKkB693kAPJmsvd79cAx1wmU,988561,622785,880515,154929
bc1qmf8mcdtq0x70rrgzl95ygs6z6ltqthqwp5klu9,1984,990,1836,331
18HwPkWkmPjKvcwntn9wYHw9kPtsmop8QW,809310,493151,695780,135311
34EcQeAZzE3oCHHPA5MP2tbp14YBMcfaWz,817432,488956,693425,129714
bc1q34d42ga6lxsx7v3twzkztm8xvfgh5thxzakstf,797303,504675,707980,144501
114pNKyoz3DpMEN37EyqTo44KNUE586wD1,791528,501862,710398,144941
1NdfP8nt2DyigBmzGz5jzLWPYvYvRm5iRJ,803752,490962,696210,136483
12BWqQUyioFYfwYNQLVLrBeFqqjJSaJebd,810272,483968,687473,131354
bc1q4s2fax2rfwk4asuqvnq595as8slxx44gzup2ed,795853,503993,707816,144650
113S2W3Z6S2hLgp53d2PwK5nX8gKnt6yyJ,801679,496616,702395,139690
324m6cKhirCMF2QcaRd5eiEQxqsXKy9rP9,989623,623367,881322,154929
133MphKowvCC1PDyfZVF9L76mQvxTtRY93,792955,506024,712499,146770
1JRmh2R9GDNd9LFkMJabAYiyzakZ1GsbYe,794326,503343,708315,146418
bc1qajw0h22d8rh30ey7faqj7r2l5ff2fuwyykm9p9,790331,503617,703726,148152
bc1qajhh34f5rqmanx8rju46crp9gnrv2p6x6u4snw,797513,507581,718119,146123
34eodbV1DjWjrrAAXPhEF5d8yx2rBY6DFr,805386,488679,695002,135400
124EwgYqUYsmAZhHC8FbpcuwWXCxkA2JG4,796716,499692,705825,144347
bc1q6sydl0ep2fer84432x4lnn9jpxypmx83lpyw95,798612,503166,703456,143050
18HWZhfjn9aTV8yJV2sb6gW46bWdqoc3kX,927245,582742,821151,150006
1u25cipuMQLuzcaBnJXhXVshvDcybt1EJ,801980,497979,702563,140449
bc1qajs3harn75dggz45uwhw80wgg20rj3fr3r8pdz,796231,506436,714687,145989
125iYH3kh9y4EoEs1YNcAywY3aeAqqvUuo,878274,537873,761770,140402
18HW19VT4kt1Hzdfxdiknd6t5U1KKFSwso,860588,522029,739506,135682
321X5RXmLNpKDF7LYPNPD6ModdPRupKJ9H,161432,97057,139000,25918
114Wva33rc2Yrs5RDpcwi3LK8tBfwKKjwb,809561,493060,699087,136056
34LZWZLsedLhHiiFaijj8c5oL6ktepvgT7,797674,494301,699164,139614
18hYSpwk2gkK3jCP14DKDB8npfQD3txGVk,989168,622804,887390,155414
122AmB9W4NJC3hWqLFibmgsz7JbLg9BmGa,811557,492311,699210,135203
122Ci7qWXbacNezocbYVQwWYHdqmoPUXJq,791861,505066,714859,146058
126VTEoaJjUjHLfSNZERkjof77DijdEiUU,900203,565888,803374,150085
bc1q8u2zg6u4mzdwpjf0queaejwg4ux2sxnn9lxwpe,795072,505734,709608,145543
17sbogYEiYyCoM9GvXo8e5yYdDybCTzBXW,811258,500335,707634,139109
18hv1arsN47L5iK289WVDT9drVhEooNgzG,978506,615642,867376,153664
358oknekZvh4UZEgh5ENZHjSZ59wDxMtGc,810451,490000,694514,133295
12cUWYn6P23jC5Ld2FusNLvySLQPrYhSJD,2954,1563,2656,502
